ProjectID,EPGeoName,Location1_EProMIS,Location2_Secondary,Ward,Constituency,County,Project Cost Yearly Breakdown (KES),Total Project Cost (KES),Approval Date ,Start Date (Planned),Start Date (Actual),End Date (Planned),End Date (Actual),Duration,Duration (Months),Project Title,Project Description,Project Objectives,NG Programme,Vision 2030 Flagship Ministry,Vision 2030 Flagship Project/Programme,Implementing Agency,Implementation Status,MTEF Sector,Work Plan Progress (%) 
2012/053990,Unspecified,,,,,,3370500,6741000,01/05/2009 12:00:00 AM,01/26/2009 12:00:00 AM,,12/31/2015 12:00:00 AM,,83 months 5 days,83 months,Environmental Health Services,"Households, schools and health facilities use safe water and sanitation",Increase the number of households with sanitation facilities.avail safe water to households.,040100 - Preventive & Promotive Health Services,Unspecified,Unspecified,1081 - Ministry of Health,Ongoing,Health,0
2012/053991,Unspecified,,,,,,300000000,700000000,01/05/2009 12:00:00 AM,01/26/2009 12:00:00 AM,,12/31/2015 12:00:00 AM,,83 months 5 days,83 months,Disaster Preparedness Facility (Disaster Preparedness And Response),Support to ensure mesuress are in place to mitigate and tackle disasters,Adequate measures put in place to mitigate and tackle disasters,071300 - Special Initiatives,Unspecified,Unspecified,103 - Ministry of Devolution and Planning; 1032 - State Department for Devolution,Ongoing,Public Administration and International Relations (PAIR),0
2012/053992,Unspecified,,,,,,6000000,42000000,12/01/2009 12:00:00 AM,01/26/2009 12:00:00 AM,,12/31/2015 12:00:00 AM,,83 months 5 days,83 months,Njaa Marufuku,Tackle hunger in Kenya,Availability of adequate nutrition especially during droughts,010800 - Crop Development and Management,Unspecified,Unspecified,"116 - Ministry of Agriculture, Livestock and Fisheries; 1161 - State Department for Agriculture",Ongoing,"Agriculture, Rural and Urban Development (ARUD)",0
2012/054004,Unspecified,,,,,,82918806,746268657,05/04/2005 12:00:00 AM,05/31/2005 12:00:00 AM,,03/31/2014 12:00:00 AM,,106 months 0,106 months,Financial And Legal Sector Technical Assistance,Capacity building of Ministry of Finance Economic Affairs Department in financial management and legal issues in the sector.,Number of officers in Ministry of finance  and Central Bank trained.,071800 - Public Financial Management,Unspecified,Unspecified,1071 - The National Treasury,Ongoing,Unspecified,0
2012/054010,Unspecified,,,,,,5000000,5000000,10/27/2006 12:00:00 AM,06/01/2012 12:00:00 AM,,06/30/2015 12:00:00 AM,,36 months 29 days,36 months,Technical Assistance to Ministry of Water and Irrigation( M&E),TO ASSIST WITH THE MONITORING AND SUPERVISION OF WATER PROJECTS UNDER KIDDP,TO ENSURE STRICT ADHERANCE TO TIME SCHEDULE AND QUALITY,100400 - Water Resources Management,Unspecified,Unspecified,110 - Ministry of Environment Water and Natural Resources,Pipelined,"Environmental Protection, Water and Natural Resources",0
2012/054012,Unspecified,,,,,,19921875000,26562500000,11/28/2012 12:00:00 AM,11/28/2012 12:00:00 AM,,06/30/2015 12:00:00 AM,,34 months 2 days,34 months,Icf - Support To Kenya National Electronic Single Window System And Natioanal Payment System Gateway(Kentrade),*,*,072000 - Market Competition,Unspecified,Unspecified,1071 - The National Treasury,Ongoing,Public Administration and International Relations (PAIR),0
2012/054015,Unspecified,,,,,,3333334,5000000,03/02/2009 12:00:00 AM,03/06/2009 12:00:00 AM,09/12/2012 12:00:00 AM,12/31/2014 12:00:00 AM,09/09/2018 12:00:00 AM,69 months 0,69 months,Building DDOs Capacity For Programme Coordination,To strengthen project coordination in the district level for better service delivery and effective and effecient projerct coordination,"CAPACITY BUILDING,COORDINATION AND MONITORING AND EVALUATION OF PROJECTS IN THE DISTRICT LEVEL.",070800 - Monitoring and Evaluation Services,Unspecified,Unspecified,103 - Ministry of Devolution and Planning,Ongoing,Public Administration and International Relations (PAIR),0
2012/054017,Unspecified,,,,,,514286,1800000,01/01/2009 12:00:00 AM,03/02/2009 12:00:00 AM,,12/31/2014 12:00:00 AM,,69 months 29 days,69 months,Building Erd'S Capacity,CAPACITY TO ERD,SUPPORT TO ERD/ MINISTRY OF FINANCE,071900 - Economic and Financial Policy Formulation and Management,Unspecified,Unspecified,1071 - The National Treasury,Ongoing,Unspecified,0
2012/054018,Unspecified,,,,,,52500000,140000000,03/19/2010 12:00:00 AM,03/19/2010 12:00:00 AM,,01/31/2017 12:00:00 AM,,82 months 12 days,82 months,Kenya-Netherlands Tivet Project,Rehabilitation and upgrading of Kenya Technical Teachers College and Nine Regional Centres of Excellence,Rehabilitation and upgrading of Kenya Technical Teachers College and Nine Regional Centres of Excellence,050500 - Technical Vocational Education and Training,Unspecified,Unspecified,106 - Ministry of Education,Ongoing,Education,0
2012/054019,Unspecified,,,,,,,18000000,01/01/2009 12:00:00 AM,01/01/2009 12:00:00 AM,,12/31/2014 12:00:00 AM,,71 months 30 days,71 months,M&E Directorate,MONITORING AND EVALUATION OF PROJECTS IN THE DISTRICT LEVEL IN THE MINISTRY OF PLANNING,CAPACITY STYRENGTHENNING OF THE MINISTRY IN THE DISTRICT LEVEL,070800 - Monitoring and Evaluation Services,Unspecified,Unspecified,103 - Ministry of Devolution and Planning; 1031 - State Department for Planning,Ongoing,Unspecified,0
2012/054020,Unspecified,,,,,,2857143,20000000,01/01/2009 12:00:00 AM,01/01/2009 12:00:00 AM,,12/31/2014 12:00:00 AM,,71 months 30 days,71 months,Nesc Private Partnership Dioaloque,NESC,NESC,070300 - Government Advisory Services,Unspecified,Unspecified,1011 - The Presidency,Ongoing,Unspecified,0
2012/054021,Unspecified,,,,,,17000000,85000000,01/15/2010 12:00:00 AM,12/09/2010 12:00:00 AM,,06/09/2015 12:00:00 AM,,54 months 0,54 months,Tana And Athi Rivers Development Authority (Tarda),A,A,100200 - Environment Management and Protection,Unspecified,Unspecified,110 - Ministry of Environment Water and Natural Resources,Ongoing,"Environmental Protection, Water and Natural Resources",0
2012/054023,Unspecified,,,,,,9475000,37900000,01/01/2010 12:00:00 AM,12/09/2010 12:00:00 AM,,08/01/2014 12:00:00 AM,,43 months 23 days,43 months,Support To Private Sector Development Strategy,"To enable the Department of Private Sector Development to play an effective role in implementation, coordination and monitoring of private sector development in Kenya.","To enhance inclusive and equitable economic growth and empowerment creation, through improved business enabling environment, increased trade and competitiveness/productivity of sectors that are important to the poor.",030700 - Trade Development and Promotion,Unspecified,Unspecified,1171 - Ministry of Industrialization and Enterprise Development,Ongoing,General Economic and Commercial Affairs,0
2012/054030,Unspecified,,,,,,200000000,400000000,12/30/2011 12:00:00 AM,12/30/2011 12:00:00 AM,,12/31/2013 12:00:00 AM,,36 months 1 day,36 months,Supply And Installation Of An Internet Based 4000 Network,Supply and Installation of an Internet Based 4000 Network,Supply and Installation of an Internet Based 4000 Network,021000 - ICT Infrastructure Development,Unspecified,Unspecified,1121 - Ministry of Information and Communications and Technology,Ongoing,"Energy, Infrastructure and ICT",0
2012/054034,Unspecified,,,,,,37500000,100000000,03/31/2009 12:00:00 AM,04/01/2009 12:00:00 AM,12/12/2012 12:00:00 AM,02/01/2016 12:00:00 AM,12/10/2019 12:00:00 AM,82 months 0,82 months,Building Naccs Capacity To Ensure Srh/Aids Intergration,BUILDIMNG CAPACITY ON AIDS THROUGH THE MOSSP,TO CAPACITY BUILD IN THE MINISTRY,071300 - Special Initiatives,Unspecified,Unspecified,103 - Ministry of Devolution and Planning; 1032 - State Department for Devolution,Ongoing,Public Administration and International Relations (PAIR),0
2012/054036,Unspecified,,,,,,6042000000,6042000000,04/04/2012 12:00:00 AM,07/02/2012 12:00:00 AM,,06/30/2015 12:00:00 AM,,35 months 28 days,35 months,Procurement Of Equipment For National Youth Service (Phase Ii),"Supply of Road Cosntruction Equipment, Assorted motor vehicles and spare parts for NYS",To boost NYS with relevent equipment for training NYS personnel,071100 - Gender & Youth Empowerment,Unspecified,Unspecified,103 - Ministry of Devolution and Planning; 1131 - Ministry of Sports Culture and Arts; 1031 - State Department for Planning,Ongoing,Public Administration and International Relations (PAIR),0
2013/054061,Unspecified,,,,,,2488938040,2488938040,03/18/2011 12:00:00 AM,01/02/2012 12:00:00 AM,,07/31/2014 12:00:00 AM,,24 months 6 days,24 months,Rehabilitation And Upgrading Of Equipment In The Universities And Technical Training Institutes Project (Phase 1),The  project targets the funding of existing TIVET institutions with an emphasis on providing critical learning and teaching facilities and equity at the total cost of 133 million USD. The project is designed to be implemented in two phases at a cost of,"1.  To increase support to TVET through development of physical infrastructure
2.   To enhance the quality TVET through the provision of modern equipment as well as training facilities
3. Strengthen the capacity of the Kenyan TIVET system to contribute t",050500 - Technical Vocational Education and Training,Ministry of Education,Improved ST and I capacities and capabilities to support the key national transformation areas.,106 - Ministry of Education,Ongoing,Education,0
2013/054076,Unspecified,,,,,,2996250000,5992500000,01/03/2011 12:00:00 AM,01/03/2011 12:00:00 AM,01/01/2013 12:00:00 AM,09/30/2015 12:00:00 AM,,56 months 27 days,56 months,The Kenya Power Transmission System Improvement Project,"6 transmission lines namely Nyahururu-Nanyuki,Lessos-Kabarnet,Olkaria-Narok,Bomet-Sotik,Kitui-Mwingi-Wote-Sultan Hamud and Ishiara- Kyeni(Embu)",To increase supply capacity through a reduction of system losses and providing alternative electricity paths to increase reliability and improve power quality,021300 - Power  Transmission and Distribution,Unspecified,Unspecified,115 - MOE&P - Kenya Electricity Transmission Company Limited (KETRACO),Ongoing,"Energy, Infrastructure and ICT",37.02
2013/054091,Unspecified,,,,,,8051948052,13805194805,08/01/2008 12:00:00 AM,08/01/2008 12:00:00 AM,,12/31/2014 12:00:00 AM,,76 months 30 days,76 months,Kenya Health Programme,"Support to NGO operations, research, both international and local technical assistance and provision of commodities for malaria and family planning",Reduce the pleverance of malaria and provide support for family planning in Kenya.,040100 - Preventive & Promotive Health Services,Unspecified,Unspecified,POPULATION SERVICES INTERNATIONAL (P.S.I),Ongoing,Health,0
2013/054094,Unspecified,,,,,,2032571428,5081428571,11/01/2011 12:00:00 AM,11/01/2011 12:00:00 AM,,12/31/2015 12:00:00 AM,,49 months 30 days,49 months,Assistance To Somali Refugees In Kenya,"Provide essential humanitarian assistance to save lives, relieve suffering, and maintain the dignity of Somali refugees in Kenya.","Provide life-saving interventions in nutrition, health, water and sanitation for Somali refugees in Kenya.
Nutritional programme for moderately acutely malnourished children under -5, pregnant and lactating women; and the piloting of a cash based system",071300 - Special Initiatives,Unspecified,Unspecified,523 - World Food Programme,Ongoing,Unspecified,0
2013/054099,Unspecified,,,,,,88875000,118500000,01/31/2013 12:00:00 AM,01/31/2013 12:00:00 AM,,03/30/2016 12:00:00 AM,,37 months 30 days,37 months,Kenya Hunger Safety Net Programme,"provide cash transfers and investments in the ASALs of Kenya to reduce extreem poverty and improve resilience for 830,000 people in marginalized areas of Kenya","provide cash transfers and investments in the ASALs of Kenya to reduce extreem poverty and improve resilience for 830,000 people in marginalized areas of Kenya",071300 - Special Initiatives,Unspecified,Unspecified,103 - Ministry of Devolution and Planning; 1032 - State Department for Devolution,Ongoing,Public Administration and International Relations (PAIR),0
2013/054101,Unspecified,,,,,,144500000,144500000,01/25/2012 12:00:00 AM,01/25/2012 12:00:00 AM,,01/31/2016 12:00:00 AM,,48 months 6 days,48 months,Regional Pastoral Livelihood Resilience Program (RPLRP),*,"TO BUILD RESILIENCE FOR PASTORALAND AGRO-PASTORAL COMMUNITIES IN DROUGHT PRONE AREAS,WITH A FOCUS ON THE TRANSBOUNDARY DIMENSIONS",011200 - Livestock Resources Management and Development,Unspecified,Unspecified,"116 - Ministry of Agriculture, Livestock and Fisheries; 1162 - State Department for Livestock",Ongoing,"Agriculture, Rural and Urban Development (ARUD)",0
2013/054110,Unspecified,,,,,,442000000,450000000,01/26/2010 12:00:00 AM,11/30/2012 12:00:00 AM,,11/30/2017 12:00:00 AM,,60 months 0,60 months,Kenya Adaptation To Climate Change In Arid And Semi-Arid Lands (KACCAL),*,*,010700 - General Administration Planning and Support Services,Unspecified,Unspecified,"116 - Ministry of Agriculture, Livestock and Fisheries; 1161 - State Department for Agriculture",Ongoing,"Agriculture, Rural and Urban Development (ARUD)",0
2013/054119,Unspecified,,,,,,4900000000,4900000000,01/03/2013 12:00:00 AM,07/01/2013 12:00:00 AM,,06/30/2018 12:00:00 AM,,59 months 29 days,59 months,Drought Resilience And Sustainable Livelihood Programme In Horn Of Africa-Kenya Component,"The program will cover six arid and semi-arid counties namely Baringo, Isiolo, Marsabit, Samburu, Turkana and West Pokot","Project components are Natural Resources Management, Improvement of livestock infrastructure snd management and program management and capacity building",010800 - Crop Development and Management,Unspecified,Unspecified,"116 - Ministry of Agriculture, Livestock and Fisheries; 1161 - State Department for Agriculture",Pipelined,"Agriculture, Rural and Urban Development (ARUD)",0
2013/054119,Unspecified,,,,,,4900000000,4900000000,01/03/2013 12:00:00 AM,07/01/2013 12:00:00 AM,,06/30/2018 12:00:00 AM,,59 months 29 days,59 months,Drought Resilience And Sustainable Livelihood Programme In Horn Of Africa-Kenya Component,"The program will cover six arid and semi-arid counties namely Baringo, Isiolo, Marsabit, Samburu, Turkana and West Pokot","Project components are Natural Resources Management, Improvement of livestock infrastructure snd management and program management and capacity building",010800 - Crop Development and Management,Unspecified,Unspecified,"116 - Ministry of Agriculture, Livestock and Fisheries; 1161 - State Department for Agriculture",Pipelined,"Agriculture, Rural and Urban Development (ARUD)",0
2013/054119,Unspecified,,,,,,4900000000,4900000000,01/03/2013 12:00:00 AM,07/01/2013 12:00:00 AM,,06/30/2018 12:00:00 AM,,59 months 29 days,59 months,Drought Resilience And Sustainable Livelihood Programme In Horn Of Africa-Kenya Component,"The program will cover six arid and semi-arid counties namely Baringo, Isiolo, Marsabit, Samburu, Turkana and West Pokot","Project components are Natural Resources Management, Improvement of livestock infrastructure snd management and program management and capacity building",010800 - Crop Development and Management,Unspecified,Unspecified,"116 - Ministry of Agriculture, Livestock and Fisheries; 1161 - State Department for Agriculture",Pipelined,"Agriculture, Rural and Urban Development (ARUD)",0
2013/054119,Unspecified,,,,,,4900000000,4900000000,01/03/2013 12:00:00 AM,07/01/2013 12:00:00 AM,,06/30/2018 12:00:00 AM,,59 months 29 days,59 months,Drought Resilience And Sustainable Livelihood Programme In Horn Of Africa-Kenya Component,"The program will cover six arid and semi-arid counties namely Baringo, Isiolo, Marsabit, Samburu, Turkana and West Pokot","Project components are Natural Resources Management, Improvement of livestock infrastructure snd management and program management and capacity building",010800 - Crop Development and Management,Unspecified,Unspecified,"116 - Ministry of Agriculture, Livestock and Fisheries; 1161 - State Department for Agriculture",Pipelined,"Agriculture, Rural and Urban Development (ARUD)",0
2013/054119,Unspecified,,,,,,4900000000,4900000000,01/03/2013 12:00:00 AM,07/01/2013 12:00:00 AM,,06/30/2018 12:00:00 AM,,59 months 29 days,59 months,Drought Resilience And Sustainable Livelihood Programme In Horn Of Africa-Kenya Component,"The program will cover six arid and semi-arid counties namely Baringo, Isiolo, Marsabit, Samburu, Turkana and West Pokot","Project components are Natural Resources Management, Improvement of livestock infrastructure snd management and program management and capacity building",010800 - Crop Development and Management,Unspecified,Unspecified,"116 - Ministry of Agriculture, Livestock and Fisheries; 1161 - State Department for Agriculture",Pipelined,"Agriculture, Rural and Urban Development (ARUD)",0
2013/054119,Unspecified,,,,,,4900000000,4900000000,01/03/2013 12:00:00 AM,07/01/2013 12:00:00 AM,,06/30/2018 12:00:00 AM,,59 months 29 days,59 months,Drought Resilience And Sustainable Livelihood Programme In Horn Of Africa-Kenya Component,"The program will cover six arid and semi-arid counties namely Baringo, Isiolo, Marsabit, Samburu, Turkana and West Pokot","Project components are Natural Resources Management, Improvement of livestock infrastructure snd management and program management and capacity building",010800 - Crop Development and Management,Unspecified,Unspecified,"116 - Ministry of Agriculture, Livestock and Fisheries; 1161 - State Department for Agriculture",Pipelined,"Agriculture, Rural and Urban Development (ARUD)",0
2013/054120,Unspecified,,,,,,35000000,35000000,01/04/2013 12:00:00 AM,07/01/2013 12:00:00 AM,,12/31/2013 12:00:00 AM,,5 months 30 days,5 months,Technical Support And Capacity Building For Fiscal Decentralization In Kenya,Project will provide training to 74  County Budget and 74 County Audit Staff. Exposure visits to African countries with devolved systems,To provide capacity building by enhancing capacity of the new national treasury and 47 county Government Treasuries for effective budgeting and audit processes,071800 - Public Financial Management,Unspecified,Unspecified,1071 - The National Treasury,Pipelined,Unspecified,0
2013/054121,Unspecified,,,,,,803571429,1339285714,02/04/2013 12:00:00 AM,07/01/2013 12:00:00 AM,,12/31/2017 12:00:00 AM,,53 months 30 days,53 months,Kenya Electricity Expansion Project,"Extending the capacity of the existing Olkaria I plant by 140MW, construction of a new power station with capacity of 140MW in the Olkaria Domes field and connecting the steam wells and associated facilities of the two power stations.
Construction of 239",Achieve sustainable economic growth conomic growth by expanding access to elctricity in urban and peri urban areas in North Eastern Nyanza Central and Western provinces,021300 - Power  Transmission and Distribution; 021200 - Power Generation,Unspecified,Unspecified,1151 - Ministry of Energy & Petroleum,Ongoing,"Energy, Infrastructure and ICT",0
2013/054123,Unspecified,,,,,,134285716,167857143,03/05/2013 12:00:00 AM,03/05/2013 12:00:00 AM,,07/30/2017 12:00:00 AM,,52 months 25 days,52 months,Rehabilitation of Water Supply and Sewerage for Oloitokitok Town,REHABILITATION OF WATER SUPPLY AND SANITATION INFRASTRUCTURE FOR OLOITOKITOK TOWN ABD ITS ENVIRONS,"Construction of two elevated tanks with a total capacity of 3500m3, procurement and installation of about 6000 water meters, construction of 30 water kiosks, construction of 10km of sewerage pipeline and 45 public latrines.",100400 - Water Resources Management,Unspecified,Unspecified,110 - Ministry of Environment Water and Natural Resources; 1102 - State Department for Water and Regional Authorities.,Ongoing,"Environmental Protection, Water and Natural Resources",0
2013/054180,Unspecified,,,,,,84000000,84000000,02/04/2013 12:00:00 AM,02/04/2013 12:00:00 AM,,02/04/2019 12:00:00 AM,,72 months 0,72 months,"Enhanced Resilience To Disaster Risk, Conflict & Climate Change","TO ENHANCE RESILIENCE TO DISASTER RISK ,CONFLICT AND CLIMATE CHANGE","CREATE RESILIENCE TO DISASTER RISK, CONFLICT AND CLIMATE CHANGE",071300 - Special Initiatives,Unspecified,Unspecified,103 - Ministry of Devolution and Planning,Ongoing,Public Administration and International Relations (PAIR),0
2013/054190,Unspecified,,,,,,5142846744,5142846744,05/10/2011 12:00:00 AM,05/10/2011 12:00:00 AM,10/05/2011 12:00:00 AM,06/30/2018 12:00:00 AM,,85 months 20 days,85 months,Kenya Medical Supplies Agency (KEMSA): Commodity Procurement And Distribution,Health commodity procurement and distribution,Commodity management systems stregthening,"040400 - General Administration, Planning & Support Services",Ministry of Health,Strengthen Kenya Medical Supplies Agency,1081 - Ministry of Health; 113 - MOMS - Kenya Medical Supplies Agency (KEMSA),Ongoing,Health,0
2013/054193,Unspecified,,,,,,647142858,755000000,04/20/2010 12:00:00 AM,01/03/2013 12:00:00 AM,,04/19/2019 12:00:00 AM,,75 months 16 days,75 months,Support To Road Sector: Capacity Building Component,Design studies for urban and Tourism roads to be implemented in three phases.,"Support the implementation of GoK policy and institutional reform in view of improving countrywide road network management, road safety and intermodality.",020100 - General Administration Planning and Support Services,Ministry of Transport and Infrastructure,Lamu Corridor Development.,109 - Ministry of Transport and Infrastructure; 1091 - State Department of Infrastructure,Ongoing,"Energy, Infrastructure and ICT",0
